id,tweet_id,retweet_count,tweet_created,tweet_location,text,airline,airline_sentiment
2331,569257818789978000,0,2015-02-21 14:10:14 -0800,"Minnesota, USA",@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,United,1
952,569991606385967000,0,2015-02-23 14:46:03 -0800,,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,United,-1
4005,567881305754595000,0,2015-02-17 19:00:28 -0800,Washington DC,"@united so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?",United,-1
13584,569818697113702000,0,2015-02-23 03:18:58 -0800,Michigan,@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!,American,-1
4028,567864117047865000,0,2015-02-17 17:52:10 -0800,Washington DC,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",United,-1
12337,570225101104226000,0,2015-02-24 06:13:53 -0800,Los Angeles,@AmericanAir I wish I could remember all of their names!,American,1
5480,568954934084788000,1,2015-02-20 18:06:41 -0800,,@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks,Southwest,1
9012,570286925556425000,0,2015-02-24 10:19:33 -0800,"Washington, DC",@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?,US Airways,-1
6735,567702414157824000,0,2015-02-17 07:09:37 -0800,,@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,Southwest,-1
10506,569243185832170000,0,2015-02-21 13:12:06 -0800,"CT, USA",@USAirways haven't eaten all day either so lemme get that CC# so I can buy a burger across from the terminal.  #DoBetter @UsAirwaysSuck,US Airways,-1
4174,567794017593991000,1,2015-02-17 13:13:37 -0800,"New York, NY",@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?,United,-1
9449,569932287380468000,0,2015-02-23 10:50:20 -0800,Washington D.C.,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,US Airways,-1
3741,568158670489387000,0,2015-02-18 13:22:37 -0800,"Sacramento, CA / Columbus, OH",@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,United,1
1097,569928419435287000,0,2015-02-23 10:34:58 -0800,"NEIN, London, or Maui. ",@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,United,-1
9425,569942569951601000,0,2015-02-23 11:31:12 -0800,"Arlington, VA","@USAirways take a look at 1715. All F seats filled, so someone upgraded their friend instead of following rules.",US Airways,-1
7112,569934977963573000,1,2015-02-23 11:01:02 -0800,"Jersey bred, Atlanta resident","Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”",Delta,1
1416,569725805066002000,0,2015-02-22 21:09:51 -0800,,@united will lose my bag but won't give me free pretzels #frauds,United,-1
3544,568278936561402000,0,2015-02-18 21:20:31 -0800,"Houston, TX",@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,United,-1
187,569310635986547000,0,2015-02-21 17:40:07 -0800,"Las Vegas, NV",@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,Virgin America,-1
13423,569867211852157000,0,2015-02-23 06:31:45 -0800,,"@AmericanAir Thanks that was done, I just don't understand why those whose bags couldn't fit aren't notified in air/at landing #technology",American,-1
10057,569555517502300000,0,2015-02-22 09:53:11 -0800,,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,US Airways,-1
8084,568804416662454000,0,2015-02-20 08:08:35 -0800,,@JetBlue mechanical failure isn't Boston' fault.,Delta,-1
13140,569931363505316000,0,2015-02-23 10:46:40 -0800,Toronto,@AmericanAir am on hold for the 2nd time today. Need help with confirming the new flights you arranged for me. Can you expedite this?,American,-1
3731,568165349004317000,0,2015-02-18 13:49:09 -0800,"Texas, USA",@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you,United,-1
9827,569649590632374000,0,2015-02-22 16:07:00 -0800,united states georgia,@USAirways @Truthh4 they didn't give you the wifi password? Smh,US Airways,-1
1918,569521081125630000,0,2015-02-22 07:36:21 -0800,43206,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",United,-1
13253,569905765420442000,0,2015-02-23 09:04:57 -0800,Seattle,@AmericanAir I DM'd you. Anything you can do?,American,-1
10576,569167658698068000,0,2015-02-21 08:11:59 -0800,"Buffalo, NY","@USAirways ""Owen F"" at DCA Gate 42: #rude.",US Airways,-1
3401,568466243210109000,0,2015-02-19 09:44:48 -0800,São Paulo / Brasil,"@united I was abused , threatened and forced to travel in a lower cabine (last seat) in yesterday's flight from Houston to Sao Paulo",United,-1
9628,569772867774230000,0,2015-02-23 00:16:52 -0800,"Blackwood, NJ",@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?,US Airways,-1
1067,569938322161668000,0,2015-02-23 11:14:19 -0800,PDX,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,United,-1
8886,567772565956223000,0,2015-02-17 11:48:23 -0800,"Boston, MA",@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,Delta,-1
13913,569691574625415000,0,2015-02-22 18:53:50 -0800,,@AmericanAir it that you say is going to help us? Give me a number to call that isn't a recording w a 2 hour wait time!,American,-1
12243,570253932880007000,0,2015-02-24 08:08:27 -0800,✅,@AmericanAir Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight?,American,-1
5030,569515731022455000,0,2015-02-22 07:15:06 -0800,,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep,Southwest,-1
12493,570153000079127000,0,2015-02-24 01:27:22 -0800,Manhattan ,@AmericanAir thanks for the canned reply.,American,-1
3835,568091960709231000,0,2015-02-18 08:57:32 -0800,Canada,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell,United,-1
3004,568802044309430000,0,2015-02-20 07:59:09 -0800,,@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers,United,-1
13008,569961398890992000,0,2015-02-23 12:46:01 -0800,"Los Angeles, CA",@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5,American,-1
5032,569510774957171000,0,2015-02-22 06:55:24 -0800,,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",Southwest,-1
11268,568255924130984000,0,2015-02-18 19:49:04 -0800,New York City,@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min,US Airways,-1
2704,568949545972961000,1,2015-02-20 17:45:16 -0800,Buck-hio,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",United,-1
11495,568070522908443000,0,2015-02-18 07:32:21 -0800,,@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways,US Airways,-1
13569,569827608193585000,0,2015-02-23 03:54:23 -0800,"Charleston, SC",@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,American,-1
9376,569964389660541000,0,2015-02-23 12:57:54 -0800,YouTube.com/VOiceofBrian,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,US Airways,-1
12973,569971216934527000,0,2015-02-23 13:25:02 -0800,"The Specific Ocean
",@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.,American,-1
8775,567855566590255000,0,2015-02-17 17:18:11 -0800,,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2",Delta,-1
18,570270684619923000,0,2015-02-24 09:15:00 -0800,Somewhere celebrating life. ,I ❤️ flying @VirginAmerica. ☺️👍,Virgin America,1
12572,570101027439047000,0,2015-02-23 22:00:51 -0800,,@AmericanAir Thanks!,American,1
1070,569936861398995000,0,2015-02-23 11:08:31 -0800,San Francisco CA,"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",United,-1
4891,569667805643035000,0,2015-02-22 17:19:23 -0800,,“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”,Southwest,1
5712,568784436428300000,0,2015-02-20 06:49:11 -0800,,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,Southwest,1
1465,569709350903632000,0,2015-02-22 20:04:28 -0800,"Hermosa Beach, CA",@united he is so excellent and so reliable :) #happycustomer,United,1
2368,569243270745866000,1,2015-02-21 13:12:26 -0800,New York City,@united I need #United to be a better airline!!,United,-1
7122,569929414491779000,0,2015-02-23 10:38:55 -0800,Where there is love..,:( RT @JetBlue: Our fleet's on fleek. http://t.co/ncguZDgDaQ,Delta,-1
5050,569491425110467000,0,2015-02-22 05:38:31 -0800,"Havertown, Pa.",@SouthwestAir 2 hours on hold for customer service never us SW again,Southwest,-1
14381,569623852403307000,0,2015-02-22 14:24:44 -0800,"Cambridge, Massachusetts","@AmericanAir please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕",American,-1
10141,569524497377862000,0,2015-02-22 07:49:56 -0800,"Thicktown, Thickania",@USAirways On re-accommodation number Lisa (Liza?) in Raleigh was very helpful,US Airways,1
7662,569382239131169000,0,2015-02-21 22:24:39 -0800,,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired,Delta,1
11040,568591324737200000,0,2015-02-19 18:01:50 -0800,Canada,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways,US Airways,-1
1458,569710389757420000,1,2015-02-22 20:08:36 -0800,USA / The World,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,United,-1
6830,570221178658419000,0,2015-02-24 05:58:17 -0800,Boston,@JetBlue incredible PR team. 👏👏👏👏,Delta,1
2819,568884211739972000,0,2015-02-20 13:25:40 -0800,USA,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,United,1
3025,568793043664560000,0,2015-02-20 07:23:23 -0800,"New York, Ny",@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime,United,-1
13869,569698856037790000,0,2015-02-22 19:22:46 -0800,,@AmericanAir @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?,American,-1
1050,569951384390345000,1,2015-02-23 12:06:13 -0800,,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",United,-1
5933,568478204190720000,0,2015-02-19 10:32:20 -0800,,@SouthwestAir Is your BWI-SJD service seasonal? Wasn't part of extension. Called intl desk. They didn't know. Want to fly in Sept on Sat.,Southwest,-1
11395,568143054856712000,0,2015-02-18 12:20:34 -0800,,@USAirways you can't even track my bag to see where it is. It's like it's disappeared.,US Airways,-1
8628,568098794031714000,0,2015-02-18 09:24:41 -0800,,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,Delta,1
14013,569677591055106000,0,2015-02-22 17:58:16 -0800,,@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,American,-1
4163,567799935173947000,1,2015-02-17 13:37:08 -0800,"New Canaan, Ct",@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United,United,-1
13766,569720491830878000,0,2015-02-22 20:48:44 -0800,Guatemala.,@AmericanAir thanks,American,1
4550,570034833633767000,0,2015-02-23 17:37:49 -0800,,@SouthwestAir thanks for the great customer service today! 👍👌,Southwest,1
12155,570275010759103000,0,2015-02-24 09:32:12 -0800,,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,American,-1
8790,567846026507391000,0,2015-02-17 16:40:17 -0800,Merrick,@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,Delta,-1
12446,570184083692659000,0,2015-02-24 03:30:53 -0800,,@AmericanAir 3 months of straight travel ahead. Time to find new airline.,American,-1
10971,568706442850660000,0,2015-02-20 01:39:16 -0800,"ÜT: 39.855018,-75.360949",@USAirways this response doesn't correct the fact that your pilot failed to keep passengers updated,US Airways,-1
3110,568668364144398000,0,2015-02-19 23:07:58 -0800,Houston,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""",United,-1
6126,568202940839801000,0,2015-02-18 16:18:32 -0800,,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC,Southwest,1
10737,568922138348020000,0,2015-02-20 15:56:22 -0800,"Philadelphia, USA",@USAirways @AmericanAir terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.,US Airways,-1
6759,570294460476760000,0,2015-02-24 10:49:29 -0800,,@JetBlue thank you for the information.,Delta,1
4533,570058699676520000,0,2015-02-23 19:12:39 -0800,"New Orleans, LA, USA",@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,Southwest,-1
6383,567897629364851000,0,2015-02-17 20:05:20 -0800,,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,Southwest,1
4183,567790995148784000,0,2015-02-17 13:01:36 -0800,NoVa,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",United,-1
2917,568832151119991000,1,2015-02-20 09:58:47 -0800,"Celebration, FL ",@united your website is a complete joke when using safari!,United,-1
5788,568604830291222000,0,2015-02-19 18:55:30 -0800,"Springboro, Ohio",@SouthwestAir offering us absolutely nothing for our troubles either. Blames the @TSA,Southwest,-1
3294,568547227527819000,0,2015-02-19 15:06:36 -0800,San Juan Capistrano,@united thanks! Everything a-ok now.,United,1
6151,568180264914051000,0,2015-02-18 14:48:26 -0800,"Nashville, TN","@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",Southwest,1
3201,568600144406569000,0,2015-02-19 18:36:53 -0800,DC/SF/BFLO,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!,United,-1
6298,568076081665679000,0,2015-02-18 07:54:26 -0800,"Salt Lake City, UT","@SouthwestAir OH MY GOSH SERIOUSLY?! you just made my day, week, year!!! No one will appreciate this more than me!!!",Southwest,1
11508,568063122755486000,0,2015-02-18 07:02:57 -0800,,@USAirways little help to us! My husband has been on hold for an hour for something that take 5 minutes to complete.,US Airways,-1
1480,569704478808486000,0,2015-02-22 19:45:07 -0800,,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,United,-1
